A/Z_1MHz,Θ/Z_1MHz,A/Z_500kHz,Θ/Z_500kHz,A/Z_100kHz,Θ/Z_100kHz,A/Z_50kHz,Θ/Z_50kHz,A/Z_10kHz,Θ/Z_10kHz,label
0.0005493808610920352,-0.01196346253216353,0.0002838651309107765,-0.011730608214320348,6.049683467100455e-05,-0.01136815663208454,3.1728131499743716e-05,-0.011684826665540788,8.21717140616008e-06,-0.012557874176547211,1
0.000549777511198726,-0.011957319708521708,0.0002808176938234816,-0.011836769349860733,5.735850279270606e-05,-0.0118436985795648,3.1621763765808425e-05,-0.011476257127564895,8.216353068148222e-06,-0.012639033817775676,1
0.0005505777545478012,-0.011962973945331934,0.0002796422653166557,-0.011788659353602801,6.302836457423303e-05,-0.011447862749346203,3.1285461738472526e-05,-0.01177915948891755,8.244399987598443e-06,-0.012615844796141008,1
0.0005489120320630935,-0.011961826935105356,0.00027992765396310623,-0.011684185592977084,6.0804845539113886e-05,-0.011818879721202801,3.137830291930972e-05,-0.012099788755898505,8.1909551476074e-06,-0.012489464256392503,1
0.0005494177633983355,-0.011946473123760654,0.0002814665701248341,-0.011730321574582855,6.230062740120947e-05,-0.011526658773650288,3.132107774390253e-05,-0.011754028221660133,8.186481579792634e-06,-0.012422927011698674,1
0.0005504934396114132,-0.011944134805257781,0.00028218513809099394,-0.011767743589685457,6.324875144845808e-05,-0.011464923333048759,3.207487336737355e-05,-0.011646012440505504,8.209603174775706e-06,-0.012522295013360309,1
0.0005486632168300085,-0.011971421362741427,0.00028269596568514016,-0.011714015375728727,6.25204067389101e-05,-0.011700519998417742,3.1179103755434095e-05,-0.011832490125633166,8.224133812289013e-06,-0.01259136473204342,1
0.0005498599156259204,-0.011942184447175166,0.0002810893662463691,-0.011708470957262193,5.709732261535814e-05,-0.011500993439251851,3.2255972664275995e-05,-0.011761857748499142,8.236547570960497e-06,-0.012514575043508834,1
0.000549021515682139,-0.011935520367363419,0.0002790586652680856,-0.01171517605444444,5.919058968685349e-05,-0.01169177366288303,3.192254722770795e-05,-0.0117458426284196,8.240373005626092e-06,-0.012549745180367028,1
0.0005484312141025103,-0.011956682355973766,0.000284066703702526,-0.011760497124191761,6.260597548242318e-05,-0.0115478607016027,3.1549249860269165e-05,-0.011653576254958302,8.186381334776804e-06,-0.012499974328177725,1
0.0005489542941653775,-0.011960562591020674,0.0002819476844881613,-0.011665580638439086,6.018843429062028e-05,-0.011677558636229737,3.177242531155422e-05,-0.012039009133523577,8.193189388707434e-06,-0.012600942456366695,1
0.00054807414315001,-0.012021478727957325,0.00028273114225662547,-0.01169433395652665,6.569924899201617e-05,-0.01144851636387882,3.210730183214779e-05,-0.011834434785618882,8.22730680331903e-06,-0.012596004488376602,1
0.0005501467683474111,-0.011946846386383745,0.0002796149547501943,-0.01173840445014191,6.204511630734907e-05,-0.011734429918375134,3.2034545418213617e-05,-0.011632787349005849,8.262602304050779e-06,-0.01256037604928868,1
0.000548715899058649,-0.011988262733605126,0.00028177590327021866,-0.011729576805803265,5.271111302576615e-05,-0.01167877609548957,3.2323062796277356e-05,-0.011718055682313995,8.291977173191829e-06,-0.012678098048222475,1
0.000549665227849591,-0.011983320022848635,0.0002816399182595001,-0.01172559092227039,5.9687469189141884e-05,-0.01145604480460956,3.151067313654857e-05,-0.011590244766132757,8.251011451889031e-06,-0.012684468032105736,1
0.0005498279658672781,-0.011934730752498093,0.00028122842144868293,-0.011691900601625992,5.692293852502288e-05,-0.012037054059772016,3.123570788711076e-05,-0.011616787904714092,8.228859100457347e-06,-0.012625698582743365,1
0.0005495725560678112,-0.011983976841979075,0.00028015970948011895,-0.01176637096919437,5.960028591449159e-05,-0.011687194456270002,3.175327788436658e-05,-0.011610282906150906,8.193504917540091e-06,-0.01247905111116294,1
0.0005493389198581849,-0.011934857332614282,0.0002815128660079921,-0.011831569189457337,5.818026242044461e-05,-0.011976957454421832,3.186966520527892e-05,-0.011512181929821851,8.240958207724237e-06,-0.012521795885572631,1
0.0005490178332021992,-0.011898096282440554,0.00028588673626928995,-0.011734848296240136,5.714320264698698e-05,-0.011860998319955773,3.229267348057642e-05,-0.01190164772811854,8.214151471581664e-06,-0.012615785647958502,1
0.0005500857201328111,-0.011979771432358267,0.00028000240324942697,-0.011701645497255294,6.349320350749332e-05,-0.0115706123932572,3.136620015628303e-05,-0.011680801182695605,8.195747078989434e-06,-0.012551245576266587,1
0.0005482817047384208,-0.011920577161540732,0.00028016991732818643,-0.011754279387108246,5.947902595955129e-05,-0.0115353424621635,3.0884043588677946e-05,-0.01185483021935318,8.222854371694135e-06,-0.01256002223460544,1
0.0005486607068422991,-0.011975859604954292,0.0002812326188662054,-0.011682573308590573,5.4329119744281095e-05,-0.011536729468476746,3.242320152943095e-05,-0.011604392770332546,8.229133351791773e-06,-0.012646668050711274,1
0.0005504110184923604,-0.011947364575453786,0.0002826398806681083,-0.01167099588642912,6.228302625636016e-05,-0.011316462676915807,3.213000466133754e-05,-0.011727791353832562,8.256267890873264e-06,-0.012622287195473609,1
0.0005477709218805713,-0.012006354113182235,0.0002803102642190535,-0.011714137498416561,6.141560610016674e-05,-0.011490889878408638,3.1978785805623545e-05,-0.01159620571318776,8.253787667906731e-06,-0.01267285553491473,1
0.0005474170290341589,-0.01199142221288204,0.0002802660918584756,-0.011571164539571233,6.0464373413778e-05,-0.011639996595277716,3.1933649163020635e-05,-0.011889525831264076,8.216201710223418e-06,-0.01256361682075451,1
0.0005480398980652585,-0.011953143886817135,0.0002816389358718023,-0.011648832027008673,5.8446696946115785e-05,-0.011848647337258295,3.162707785833496e-05,-0.011689455094942588,8.230489180334316e-06,-0.01267671667569871,1
0.0005492239408596363,-0.011947268726634867,0.00028122806823575435,-0.011693104662300358,5.759393663936103e-05,-0.011478887975628816,3.110395461784718e-05,-0.0115922412749385,8.222993411456452e-06,-0.012555861508111289,1
0.0005500030335417314,-0.011934102619201,0.00028238835878954024,-0.011637928642035644,5.525472510325869e-05,-0.011742693109975591,3.1330255347120266e-05,-0.01141305016426136,8.226927074390106e-06,-0.012684580520134487,1
0.000548148031364195,-0.011953456365546056,0.00028116630315293896,-0.011655473943982687,5.7677532217042996e-05,-0.011404599363454728,3.151233970613041e-05,-0.011796922209632956,8.21047194068587e-06,-0.012596941706405284,1
0.0005494189835186749,-0.011957483584423056,0.0002834049584668701,-0.011688211167418725,5.958820784785921e-05,-0.011508017255857586,3.199617967662416e-05,-0.01159673673914128,8.244053062257261e-06,-0.012536881615778718,1
0.0005480019304354403,-0.011955367945412722,0.00028020484363886026,-0.011622133661576634,5.527965559297494e-05,-0.011528207155187918,3.2152263644706184e-05,-0.011736916764253995,8.233614294689996e-06,-0.012489389556360189,1
0.0005488851226794668,-0.011968459324773644,0.00028241156995129204,-0.01168990145205697,5.701144364768133e-05,-0.011660068251533226,3.202480015896214e-05,-0.011640225391444258,8.18213015230812e-06,-0.012571556807917059,1
0.0005482157302666508,-0.01197907142899339,0.00028049330459578825,-0.011682785900360523,6.50932791376759e-05,-0.011673831979711403,3.11285244450399e-05,-0.011939028221945428,8.24440446683252e-06,-0.012574371258699459,1
0.000548755979359018,-0.011973311248324462,0.00028316753106533507,-0.011713727824302885,5.169467219070764e-05,-0.011755800549487678,3.173834279495491e-05,-0.011852744394760903,8.232360807395768e-06,-0.012644068667893653,1
0.0005484508230445193,-0.011945357802230057,0.0002818340415753749,-0.0117765214131469,5.3776512079927075e-05,-0.011724583490030877,3.188777946528048e-05,-0.011832529250948558,8.239510358461941e-06,-0.012583440528318097,1
0.0005490576869100434,-0.011928514253455936,0.00028105609484179014,-0.011721872931312875,5.996373805672847e-05,-0.01163942011456419,3.1785538334709955e-05,-0.011615216878241786,8.21553875383128e-06,-0.012563416632962947,1
0.0005475124975024739,-0.011998896193701702,0.0002835864536641742,-0.011713487507548295,5.808076950403031e-05,-0.011663052330485896,3.13996522734684e-05,-0.011836502474646682,8.202210573670605e-06,-0.012657886365565611,1
0.0005489561010708242,-0.011947228362109963,0.0002806915540745875,-0.011717826628395768,5.50831358063559e-05,-0.011859045799918786,3.222903464981965e-05,-0.01210245870864379,8.237391338099642e-06,-0.01257632584100415,1
0.0005487162061697415,-0.01194815905792899,0.0002814913772462098,-0.011724915084928877,5.997793225940587e-05,-0.01151983801935486,3.117808901404213e-05,-0.01157203203365649,8.23583957827125e-06,-0.01255448985213084,1
0.0005474280812170476,-0.011951444195993772,0.0002837210025141125,-0.011656345318885975,5.692713184180221e-05,-0.011725216168166502,3.165428201060358e-05,-0.011775578167001649,8.232300612954712e-06,-0.012626284663274357,1
0.0005463620380977201,-0.011978711575137461,0.0002809715510378884,-0.0117279024275672,5.929784449844738e-05,-0.011583190428366252,3.1879484490271196e-05,-0.011763302527281028,8.19917503557624e-06,-0.01261660784516641,0
0.0005495078069563249,-0.011958783842924172,0.0002810285986530483,-0.01168193932983197,6.041630095043427e-05,-0.011799986581716057,3.172863797574986e-05,-0.011787970013932097,8.234775254146265e-06,-0.012629407181215427,0
0.0005479572353175837,-0.011991444350041026,0.00028169632507129416,-0.011759887025145549,6.066535867785452e-05,-0.01171193359608741,3.1502858342230365e-05,-0.011750100156737477,8.29484315283156e-06,-0.012563529181382099,0
0.0005477481692078886,-0.011961904038549059,0.0002805921322185549,-0.011702560389507326,5.982521368652498e-05,-0.011585282097013913,3.200636138979116e-05,-0.011746556608023416,8.271687431606121e-06,-0.012584537369118624,0
0.0005493437208107587,-0.012004507487524577,0.00027943613280234403,-0.011728126011857265,6.006162119326149e-05,-0.011675992447244174,3.173185656158379e-05,-0.01174557326656558,8.262996728943184e-06,-0.01261523226537787,0
0.0005482294665132352,-0.011979135621800833,0.0002807791176434353,-0.011721317144732318,5.7878726779022256e-05,-0.01179978779256914,3.175815937045694e-05,-0.011702221659163846,8.264753278428033e-06,-0.012567981692856505,0
0.000547784319874004,-0.011986076722051497,0.00028073634717178174,-0.011707604574017852,5.9945318743454803e-05,-0.011649267638740603,3.161663696562377e-05,-0.01175282939245499,8.290595348854137e-06,-0.012582498971102323,0
0.0005485732957519226,-0.011996408320455352,0.0002812731426355787,-0.01170447366256264,6.284857402150786e-05,-0.011525529723445335,3.164179122990421e-05,-0.011771917453160086,8.26840197912106e-06,-0.012664760033143404,0
0.0005507181619539028,-0.011999887900407204,0.0002808270545697522,-0.011750087308436241,6.246072450124385e-05,-0.011672850135880165,3.1816498593801596e-05,-0.011754053112110288,8.261563130985403e-06,-0.012665758781615227,0
0.0005486865089134573,-0.011948556854898196,0.0002803716147437081,-0.011713500778107299,5.7698149441310064e-05,-0.01138834413459656,3.204151534553721e-05,-0.011740378381875869,8.262528784099229e-06,-0.012638425152473438,0
0.0005472015034663363,-0.011980123170495188,0.0002810247596299612,-0.011733412125417281,6.227399820265907e-05,-0.01176143146385726,3.1669013298854576e-05,-0.011731671699022577,8.196981350630502e-06,-0.012626888735004603,0
0.0005501281377437853,-0.012005405827270823,0.0002810901794323195,-0.011706623197286894,5.8911960874031206e-05,-0.011596975506143888,3.191353158823377e-05,-0.011740097075378255,8.233314981768238e-06,-0.012552449164572642,0
0.0005493359169290008,-0.011945614491335795,0.00028042062871091815,-0.011710469556252948,6.065943716090609e-05,-0.011590441262161532,3.193028223651272e-05,-0.011802007883296096,8.272670550259171e-06,-0.012610615711844256,0
0.0005497507178734209,-0.011993929107266136,0.00028145415430122934,-0.011738447500072932,6.048813111266967e-05,-0.011776435749919515,3.16185790706117e-05,-0.011668124728756647,8.249019901568092e-06,-0.012577450096671041,0
0.0005464493642718479,-0.011932765054386625,0.00028053817885399297,-0.011749936945637748,6.04264826214584e-05,-0.011469784011552167,3.192489086602959e-05,-0.011752907456577132,8.268578067554507e-06,-0.012550963126156686,0
0.0005481453082519698,-0.011961224212911398,0.0002800959717028137,-0.011722246629404985,5.8170683695292005e-05,-0.01192892168191449,3.1581129993504176e-05,-0.011738155775900877,8.247780671506128e-06,-0.012571764685100488,0
0.0005485283689816234,-0.011985824332002234,0.0002796770148204413,-0.011691184435826577,6.052814338738505e-05,-0.011588953689702943,3.1738736793857574e-05,-0.011810033259625884,8.205916498290697e-06,-0.012595492915321027,0
0.000550237858196936,-0.011946569652008764,0.00028080588035931026,-0.011776795605429175,6.0252708051938124e-05,-0.011583104585502473,3.174121996853949e-05,-0.011753526715918432,8.22805909525995e-06,-0.012570310875844143,0
0.0005483376818558632,-0.011962080187145903,0.000279671085459003,-0.01170525161129241,6.294138622683051e-05,-0.011796918773591503,3.174297998601303e-05,-0.011811214003471703,8.156255527163024e-06,-0.012570180338155072,0
0.0005500986790389654,-0.011950837940740382,0.0002799296072437792,-0.011688211282174722,5.9842992418292016e-05,-0.011753018133568546,3.203454321185776e-05,-0.011666650429217044,8.223656286614467e-06,-0.012621286392474184,0
0.0005490726104035905,-0.01202333086378606,0.0002815155690756786,-0.01179185582299007,5.929807066350416e-05,-0.012002045998863146,3.205542087872947e-05,-0.011769777371417269,8.26980277192724e-06,-0.01259657539907649,0
0.0005500426585858888,-0.011988742723558935,0.0002816898309069072,-0.011716535252632533,5.9788016326768006e-05,-0.011625676409580748,3.175660383197272e-05,-0.01176255211754533,8.208247514292917e-06,-0.012599977342619943,0
0.0005481393263938292,-0.011998117937786152,0.0002809736744379366,-0.011690195113409433,5.788927436752069e-05,-0.011638122866865918,3.1704310252625166e-05,-0.011807387207572517,8.19867966691729e-06,-0.012595348578855857,0
0.0005482836749619737,-0.011979757152640394,0.0002799338589186152,-0.011709565579367578,6.010099627444202e-05,-0.011454589583643397,3.177637324958144e-05,-0.011685775002497104,8.198176171914547e-06,-0.012565447762945691,0
0.0005494210932348388,-0.011976723458808586,0.0002807917400006008,-0.011735825004207572,5.968693063666953e-05,-0.011609145628180377,3.191148180773348e-05,-0.011745078063366547,8.276308724794778e-06,-0.012539184256444059,0
0.0005485449502627958,-0.011947498426656334,0.0002812052239031018,-0.011731388479600167,5.749437932216764e-05,-0.011556228650199087,3.1785852961714715e-05,-0.011753951140130505,8.242330191542243e-06,-0.012602914554279608,0
