Amp_1MHz,Phase_1MHz,Amp_500kHz,Phase_500kHz,Amp_100kHz,Phase_100kHz,Amp_50kHz,Phase_50kHz,Amp_10kHz,Phase_10kHz,R_1MHz,X_1MHz,R_500kHz,X_500MHz,R_100kHz,X_100MHz,R_50kHz,X_50MHz,R_10kHz,X_10MHz,A/Z_1MHz,P/Z_1MHz,A/Z_500kHz,P/Z_500kHz,A/Z_100kHz,P/Z_100kHz,A/Z_50kHz,P/Z_50kHz,A/Z_10kHz,P/Z_10kHz,G_1MHz,B_1MHz,G_500kHz,B_500MHz,G_100kHz,B_100MHz,G_50kHz,B_50MHz,G_10kHz,B_10MHz,label
1824.752996,-83.17616077,3507.861273,-85.40334015,18095.59572,-86.50523311,31561.64271,-83.95046185,121741.1729,-79.22936302,216.81186693403143,-1811.8267330977196,281.1228625812737,-3496.5784199338773,1103.060007618367,-18061.94460962815,3326.227602884358,-31385.880591238893,22750.733040199324,-119596.47706015958,0.0005480193769743508,83.17616077,0.0002850739873030321,85.40334015,5.526206572435516e-05,86.50523311,3.168402890775896e-05,83.95046185,8.21414790229937e-06,79.22936302,6.511407543831415e-05,0.0005441372939977273,2.284606177984566e-05,0.0002841570616718873,3.3686304436798005e-06,5.515929873608676e-05,3.339125675172241e-06,3.1507585238369365e-05,1.5350425959131385e-06,8.069440500405304e-06,1
1820.150454,-83.76644695,3584.465013,-85.53793001,16545.50298,-86.61414346,31857.42198,-85.62139383,122158.4981,-79.9056113,197.63470854767735,-1809.3889015835375,278.8682084839831,-3573.600698415818,977.1766833790177,-16516.621766894383,2432.2100101792466,-31764.440647966254,21410.757499109313,-120267.52729378798,0.00054940513175841,83.76644695,0.00027898166012870493,85.53793001,6.043938351156732e-05,86.61414346,3.138985950048931e-05,85.62139383,8.186086236762598e-06,79.9056113,5.96552459996099e-05,0.0005461568002205977,2.1704526471264344e-05,0.0002781360821950766,3.569547350521576e-06,6.033388277718168e-05,2.3965131435663717e-06,3.129824282948122e-05,1.4347778501553167e-06,8.059368486203973e-06,1
1820.396617,-83.60429642,3547.330442,-85.00072207,16189.28037,-87.12780038,31209.56213,-86.55002383,121812.4136,-79.32909799,202.78201174228897,-1809.0669691580783,309.12568430812894,-3533.835674736581,811.2180841961242,-16168.94319732556,1878.0998274178912,-31153.00161115431,22555.708125567984,-119705.90686349463,0.0005493308384894674,83.60429642,0.0002819021279100787,85.00072207,6.176926812961236e-05,87.12780038,3.204146203123934e-05,86.55002383,8.209343944893314e-06,79.32909799,6.119238604417415e-05,0.000545911954444819,2.45658501859187e-05,0.00028082971481820324,3.095155943259561e-06,6.169167281696007e-05,1.9281611212751586e-06,3.198339387541221e-05,1.5201042361039995e-06,8.067379445454093e-06,1
1818.236063,-83.38094458,3563.628451,-85.21675846,17051.02452,-85.46321262,31143.36344,-87.33592446,121679.82,-79.78727115,209.58356151137767,-1806.1165830416226,297.1580592924274,-3551.2173721942477,1348.721736390639,-16997.599444022344,1447.5478127466558,-31109.70414011906,21574.24399422728,-119751.95443628446,0.0005499835914320438,83.38094458,0.00028061286796590343,85.21675846,5.864750231442398e-05,85.46321262,3.210956972989042e-05,87.33592446,8.218289606279824e-06,79.78727115,6.339524455089754e-05,0.0005463176674910131,2.339928991021237e-05,0.00027963557516837406,4.638968236993887e-06,5.846374518807813e-05,1.4924572138872073e-06,3.207486616812939e-05,1.4571305675920868e-06,8.088081018491083e-06,1
1817.160592,-83.56329234,3562.243909,-85.17931566,15615.07075,-87.16473394,31563.88438,-85.14528626,121610.9818,-79.68253667,203.71385322135424,-1805.705757625948,299.362363167466,-3549.642776777177,772.3922063261278,-15595.956040176321,2671.2323080243973,-31450.648882186433,21780.780726658595,-119644.59237799737,0.000550309094530485,83.56329234,0.00028072193413637475,85.17931566,6.404069606921249e-05,87.16473394,3.1681778705083444e-05,85.14528626,8.222941589638577e-06,79.68253667,6.169272358376106e-05,0.0005468401113486281,2.3591192445774463e-05,0.0002797289043775304,3.1677432221407007e-06,6.396230261574257e-05,2.6812096329411993e-06,3.156812026114482e-05,1.4727460056739655e-06,8.08998069153315e-06,1
1816.33183,-83.47814682,3579.572317,-85.390727,17063.51194,-86.81944881,30915.3524,-85.11453261,121221.4903,-80.12444885,206.3028992659322,-1804.5776321415547,287.65531318209327,-3567.9955708255666,946.727756551293,-17037.228245272116,2632.881424436267,-30803.03474369115,20790.543335069764,-119425.30309103504,0.0005505601914161247,83.47814682,0.0002793629829046418,85.390727,5.860458289690159e-05,86.81944881,3.2346388521193114e-05,85.11453261,8.249362365742174e-06,80.12444885,6.253381779338917e-05,0.00054699729981449,2.2449678124192092e-05,0.0002784594910745535,3.2515337689392395e-06,5.85143116226215e-05,2.7547544787180833e-06,3.2228871809698154e-05,1.4148376276121092e-06,8.127128270724922e-06,1
1826.919762,-83.65053397,3554.791199,-86.06097449,16755.78497,-86.28899649,31004.83903,-82.90129589,121216.4827,-79.61228982,202.04344364529325,-1815.7131556680663,244.19574576494443,-3546.3937889408385,1084.50065965779,-16720.651550704588,3831.5480130723013,-30767.178666555257,21856.321825179162,-119229.7650523291,0.000547369414245791,83.65053397,0.00028131047479843836,86.06097449,5.968088047145666e-05,86.28899649,3.225302989099247e-05,82.90129589,8.24970315691234e-06,79.61228982,6.05348979745322e-05,0.0005440117662137404,1.932457276371671e-05,0.0002806459408557741,3.862782576652537e-06,5.9555741995325745e-05,3.985798232166914e-06,3.20058018115733e-05,1.4874888558342293e-06,8.114491917608792e-06,1
1819.796296,-83.51550507,3546.3859,-85.42551849,16940.66886,-87.73688924,32247.04261,-85.04031857,121678.9835,-79.50611399,205.51748389289926,-1808.1540649927072,282.8418987473831,-3535.088883186926,668.9609965164788,-16927.455585802418,2787.908626593238,-32126.302659673158,22161.466522322342,-119643.82318855102,0.0005495120537381289,83.51550507,0.0002819772095304123,85.42551849,5.9029546487457866e-05,87.73688924,3.10105956721096e-05,85.04031857,8.218346104115834e-06,79.50611399,6.205877817276308e-05,0.0005459965249479158,2.248908370267051e-05,0.0002810789707693771,2.330986135701233e-06,5.898350500055179e-05,2.6810119686218654e-06,3.089448524839294e-05,1.4968123238407996e-06,8.080888908668045e-06,1
1820.00353,-83.80970348,3586.850167,-85.59490091,17220.87379,-86.58681032,31821.73933,-85.32501318,121099.3403,-79.20960293,196.25277709667654,-1809.3915266448837,275.4979319452468,-3576.254326806445,1025.2648720636905,-17190.326524915727,2593.580155468322,-31715.87041157202,22671.816188512177,-118958.13957779232,0.0005494494837600672,83.80970348,0.000278796145208482,85.59490091,5.806906270811244e-05,86.58681032,3.142505787096459e-05,85.32501318,8.257683299700024e-06,79.20960293,5.924768017469091e-05,0.0005462457758171883,2.1413707811353785e-05,0.00027797255925878536,3.45720959774198e-06,5.79660568401541e-05,2.561249265270044e-06,3.13205086867156e-05,1.5459760346336556e-06,8.11167624960976e-06,1
1817.644737,-83.28948009,3511.854939,-85.12003403,16910.0924,-87.04375929,31527.44935,-86.74010747,121305.8458,-79.42564468,212.39740091659525,-1805.1924368409243,298.7483584450618,-3499.1248235673265,872.1083222285904,-16887.58869853353,1792.8136486525163,-31476.433751904307,22261.003888606483,-119245.77951074336,0.0005501625150635803,83.28948009,0.00028474980241773593,85.12003403,5.913628242504458e-05,87.04375929,3.171839208743349e-05,86.74010747,8.243625798947275e-06,79.42564468,6.428818894175449e-05,0.0005463934678815931,2.422324882931456e-05,0.00028371761346996554,3.0498499256303117e-06,5.905758473291783e-05,1.8036716391604555e-06,3.166706751864232e-05,1.5127991957546865e-06,8.103629119499057e-06,1
1823.52285,-83.60117548,3560.687753,-84.97212032,16859.45032,-86.66157767,32005.99097,-85.63273873,122007.0819,-80.03296563,203.2289666633271,-1812.1626780124016,312.0603588449217,-3546.986834878552,981.7847691800653,-16830.839662938808,2437.2338419541493,-31913.05922614369,21117.172548273742,-120165.69001724136,0.0005483890700903473,83.60117548,0.0002808446203005209,84.97212032,5.931391480858197e-05,86.66157767,3.124415053848276e-05,85.63273873,8.196245532858696e-06,80.03296563,6.111716343117067e-05,0.0005449727190682882,2.461335536001613e-05,0.00027976397818458567,3.4540567488388734e-06,5.921325849753179e-05,2.379220225578291e-06,3.115343085423453e-05,1.4186187266347112e-06,8.072543697208918e-06,1
1816.599268,-83.69979493,3532.666892,-85.64549543,17124.74412,-86.27339516,31132.31109,-85.82979841,122223.742,-79.08670088,199.34973181135595,-1805.628030610091,268.22585616563185,-3522.469341231681,1113.0343112987666,-17088.534629901602,2263.9262073725067,-31049.886182273018,23139.80995949495,-120013.30052757078,0.000550479138473373,83.69979493,0.00028307225973232234,85.64549543,5.839503311655906e-05,86.27339516,3.212096901862225e-05,85.82979841,8.18171644589314e-06,79.08670088,6.040840737717021e-05,0.0005471545542280909,2.149291216655201e-05,0.00028225513096587673,3.795424621396211e-06,5.827155948339918e-05,2.3358209211399495e-06,3.2035926571891994e-05,1.5489900783797119e-06,8.03374842387285e-06,1
1820.65592,-83.46350704,3544.674912,-85.19127949,17254.51796,-87.14855224,31410.29441,-85.72822119,120997.7883,-79.47266856,207.2562216118066,-1808.820841773514,297.14836162736594,-3532.1980526216785,858.3537891189417,-17233.15463879634,2339.6759236468665,-31323.034838520744,22106.845319294975,-118961.13719833206,0.0005492526012273643,83.46350704,0.00028211331781502453,85.19127949,5.7955835237949465e-05,87.14855224,3.1836696178232356e-05,85.72822119,8.264613874764519e-06,79.47266856,6.252472946169854e-05,0.0005456822135279539,2.3649421248250966e-05,0.00028112031047795855,2.883106377898893e-06,5.7884078430446345e-05,2.3714375473334017e-06,3.174825203856382e-05,1.5099824808377782e-06,8.125502778690877e-06,1
1818.679281,-83.66128546,3601.460251,-84.68013918,15822.11922,-86.46279676,31770.35443,-86.60419823,122125.2667,-79.23380083,200.7929257791371,-1807.5609334392384,333.9120400603566,-3585.9473907233655,976.1715071543409,-15791.977260638181,1881.8606937725397,-31714.571113875314,22813.219110589846,-119975.57168173172,0.0005498495586589355,83.66128546,0.0002776651497742714,84.68013918,6.320265863854362e-05,86.46279676,3.147588429343185e-05,86.60419823,8.188313745561712e-06,79.23380083,6.0706636279920826e-05,0.0005464880981951972,2.574392889357796e-05,0.0002764691402748071,3.899391331937419e-06,6.308225428930614e-05,1.8644182766059825e-06,3.142061801657261e-05,1.5295917108015944e-06,8.044179957832987e-06,1
1822.392014,-83.81456969,3559.358047,-85.64943201,15427.59979,-84.65480001,31872.81314,-84.37729345,121495.8551,-79.04585513,196.35645316972128,-1811.7827673287943,270.00859851106,-3549.1020080400267,1437.1746358900057,-15360.513153744652,3122.8123260758957,-31719.46185914044,23087.04521076176,-119282.14933474513,0.0005487293580732296,83.81456969,0.0002809495383143173,85.64943201,6.481889688687601e-05,84.65480001,3.1374701555446076e-05,84.37729345,8.230733461457814e-06,79.04585513,5.912369549121461e-05,0.0005455348724352282,2.1312492334542074e-05,0.0002801400020516851,6.03827398948802e-06,6.453703309619475e-05,3.0740086955593903e-06,3.1223746864092655e-05,1.5640312616920394e-06,8.080766023466546e-06,1
1819.792958,-83.81675594,3564.266196,-84.70189845,16782.25478,-86.23303137,31727.97161,-85.38960404,121563.1192,-78.8661334,196.0073796364349,-1809.2063224282763,329.1157679487762,-3549.0387891985342,1102.571495129303,-16745.996882806383,2550.2874503981548,-31625.3097440216,23474.07645188943,-119275.14277654108,0.0005495130616941314,83.81675594,0.0002805626586258486,84.70189845,5.958674880754015e-05,86.23303137,3.151793037046278e-05,85.38960404,8.226179178199303e-06,78.8661334,5.9187290963602734e-05,0.0005463162724657285,2.5906481102624274e-05,0.000279364027126049,3.914768997603299e-06,5.9458012219954777e-05,2.533404381293006e-06,3.141594813272688e-05,1.5884913138687494e-06,8.07135175900563e-06,1
1817.853665,-83.45870077,3523.786345,-85.72398551,15424.88303,-84.84805569,30556.92487,-85.47571317,121529.4221,-78.65415887,207.08872315442235,-1806.019437352822,262.73799398222343,-3513.977653845661,1385.112390493778,-15362.567498790122,2410.3811757574044,-30461.709080391054,23908.562239977167,-119154.44216468434,0.0005500992842567446,83.45870077,0.0002837856504605985,85.72398551,6.483031333560783e-05,84.84805569,3.272580615537574e-05,85.47571317,8.228460094026893e-06,78.65415887,6.266695751051605e-05,0.0005465181378290733,2.1159419222097614e-05,0.0002829957144296156,5.821585168982926e-06,6.456840305686186e-05,2.581466147329749e-06,3.2623832102458764e-05,1.6187903052425552e-06,8.067656008200014e-06,1
1821.190255,-83.60844179,3545.341074,-85.37090555,16929.93101,-85.79273247,31160.11613,-87.72656997,121938.2652,-79.45442838,202.73947434976498,-1809.8703407833793,286.1270075202913,-3533.7762615308507,1242.059279555257,-16884.30788482105,1236.0728344328725,-31135.589944355692,22316.839372437036,-119878.68534652177,0.0005490914511839402,83.60844179,0.0002820603093263912,85.37090555,5.90669861211679e-05,85.79273247,3.209230658281247e-05,87.72656997,8.200871140489212e-06,79.45442838,6.112623976399526e-05,0.0005456784809533907,2.276369764242548e-05,0.0002811402357666788,4.333431611967222e-06,5.8907811195992035e-05,1.2730513646293572e-06,3.206704666832049e-05,1.5009031304174422e-06,8.062355564970572e-06,1
1822.511961,-83.60390192,3564.296663,-85.38465917,17772.62513,-85.28694552,31714.22622,-84.44374069,121017.7448,-79.30355596,203.03011972589744,-1811.167749953646,286.8040073601576,-3552.7389663800363,1460.2981231847693,-17712.530406549216,3070.6695645712343,-31565.22030904507,22461.57487655867,-118914.97891578956,0.0005486932439397033,83.60390192,0.00028056026042409143,85.38465917,5.626630802626961e-05,85.28694552,3.153159068309124e-05,84.44374069,8.263250993915398e-06,79.30355596,6.112511599031915e-05,0.0005452779072548647,2.257550776593111e-05,0.00027965050720201524,4.623154059025473e-06,5.6076054296406845e-05,3.0529862264785898e-06,3.138344286573635e-05,1.5337059142059682e-06,8.11967137002314e-06,1
1821.46443,-83.3913235,3567.536479,-85.37552736,17444.30983,-87.11844784,31394.82374,-84.45359764,121724.4602,-79.85038735,209.62793163215545,-1809.3614343283791,287.6314488822106,-3555.92247927449,876.9494279553589,-17422.2531592743,3034.368311757635,-31247.840991247198,21450.180371974537,-119819.58927066618,0.0005490087994746074,83.3913235,0.00028030547294650385,85.37552736,5.732528312930109e-05,87.11844784,3.185238459312975e-05,84.45359764,8.215275700191604e-06,79.85038735,6.318409362609116e-05,0.0005453608275382447,2.2599536062996535e-05,0.0002793929475371569,2.8818207620438477e-06,5.7252800760748684e-05,3.07859242223317e-06,3.170325965837611e-05,1.4476888645476146e-06,8.086714523316838e-06,1
1822.14757,-83.77817044,3572.904668,-85.71797367,15805.59833,-86.07844994,32505.2995,-86.42557121,121244.7079,-79.00820659,197.48092268818513,-1811.4146549123225,266.7741656773689,-3562.931280721442,1080.9533156459836,-15768.591519178013,2026.5458929209117,-32442.065398623832,23117.53361255627,-119020.41351561778,0.0005488029709909829,83.77817044,0.0002798843218393981,85.71797367,6.326872157075751e-05,86.07844994,3.0764214309115964e-05,86.42557121,8.24778266466507e-06,79.00820659,5.947823264683035e-05,0.0005455703811697801,2.089781658984964e-05,0.0002791030542170343,4.326981676409139e-06,6.312058585572584e-05,1.9179977762419233e-06,3.070436722336981e-05,1.5725914663154852e-06,8.09647299529995e-06,1
1819.43535,-83.70865634,3560.448018,-85.61857002,15991.62519,-86.04414576,31886.57305,-83.70548031,121763.711,-79.89231075,199.38125919570052,-1808.4778423611276,272.0035286900362,-3550.0428404823933,1103.2276979214964,-15953.525154773204,3496.0195960903775,-31694.343152315654,21369.39095103076,-119873.89393389007,0.0005496210678769103,83.70865634,0.00028086353036035254,85.61857002,6.253273123392907e-05,86.04414576,3.1361162531700785e-05,83.70548031,8.212627488004206e-06,79.89231075,6.0229752375529014e-05,0.0005463109876095645,2.1456814129046218e-05,0.00028004272497944354,4.313998127413041e-06,6.238374704786083e-05,3.438413986823876e-06,3.1172100099206775e-05,1.4413066593079081e-06,8.085164523406866e-06,1
1820.221635,-83.64797744,3571.063949,-85.64943506,17168.29055,-86.92705291,31745.28912,-87.20717984,122096.5531,-80.13645481,201.3834013364107,-1809.04713210802,270.8964045363661,-3560.7741947302334,920.3463123618338,-17143.604144827346,1546.77674186261,-31707.583683138382,20915.41833471994,-120291.78506774592,0.0005493836468985822,83.64797744,0.00028002858931720575,85.64943506,5.8246917308840626e-05,86.92705291,3.150073688791781e-05,87.20717984,8.190239401606825e-06,80.13645481,6.0782019795648744e-05,0.0005460109317121292,2.124261539328197e-05,0.0002792217078348984,3.1224620410234226e-06,5.8163163658670477e-05,1.534861030421916e-06,3.14633219177365e-05,1.4030067106465516e-06,8.06917552328078e-06,1
1819.324931,-83.56388429,3569.564415,-85.24831079,16445.99527,-87.17565272,31103.03629,-85.21030859,121568.1144,-79.09920082,203.9378098761288,-1807.8585603583824,295.69410811853896,-3557.2960387432295,810.3632313855077,-16426.01813751832,2597.0585596682163,-30994.421325372587,22989.641522828475,-119374.54846584062,0.0005496544256392647,83.56388429,0.0002801462261887772,85.24831079,6.080507646892933e-05,87.17565272,3.215120191727108e-05,85.21030859,8.225841166785425e-06,79.09920082,6.161368859601096e-05,0.0005461902058829175,2.32066378036394e-05,0.00027918338061149736,2.9961213926583154e-06,6.0731215869541086e-05,2.684578874047606e-06,3.2038926651717795e-05,1.5555817459328958e-06,8.0774147060122e-06,1
1820.230865,-83.58784067,3522.799707,-85.24707174,16529.79045,-87.96500896,31517.77154,-85.58107267,121696.3783,-79.63131227,203.28306894712662,-1808.8439390334606,291.89615289133855,-3510.6857466265083,586.9699989905935,-16519.365561098166,2428.3936971265975,-31424.08036680453,21903.108191797604,-119709.07377001594,0.0005493808610920352,83.58784067,0.0002838651309107765,85.24707174,6.049683467100455e-05,87.96500896,3.1728131499743716e-05,85.58107267,8.21717140616008e-06,79.63131227,6.135475977856467e-05,0.0005459440667199715,2.3520820524711098e-05,0.00028288899510026295,2.148232132354324e-06,6.0458680964079744e-05,2.4446015943036273e-06,3.163381500088406e-05,1.4789396106430382e-06,8.082984816655654e-06,1
1818.917616,-83.63078218,3561.029173,-84.48251127,17434.20681,-84.43308425,31623.78947,-87.13642339,121708.4991,-79.11997186,201.78165108823254,-1807.690642526876,342.3914548129676,-3544.530556029687,1691.2612000780873,-17351.97979041472,1579.86241062595,-31584.301404437836,22972.862042944562,-119520.73612026717,0.000549777511198726,83.63078218,0.0002808176938234816,84.48251127,5.735850279270606e-05,84.43308425,3.1621763765808425e-05,87.13642339,8.216353068148222e-06,79.11997186,6.0989575869200987e-05,0.0005463840988308136,2.7000502959778585e-05,0.0002795166363640233,5.5642456995652885e-06,5.708797607566534e-05,1.5797612104231611e-06,3.1582278229707194e-05,1.5508624864037403e-06,8.068660563484767e-06,1
1816.27389,-83.59125453,3575.997351,-84.82728782,15865.87256,-87.35254972,31963.72834,-84.89570083,121294.4546,-79.26540126,202.73361207152485,-1804.9238006165701,322.4057266015396,-3561.4339249540417,732.8491524544622,-15848.938267590916,2843.7820408117464,-31836.972737646964,22592.29831617903,-119171.8623396657,0.0005505777545478012,83.59125453,0.0002796422653166557,84.82728782,6.302836457423303e-05,87.35254972,3.1285461738472526e-05,84.89570083,8.244399987598443e-06,79.26540126,6.145582861718348e-05,0.0005471371353983151,2.5212062227256637e-05,0.00027850340836276996,2.9112980319323534e-06,6.296109183195364e-05,2.783437316323131e-06,3.116139587527376e-05,1.5356014796551691e-06,8.100127113273844e-06,1
1821.785535,-83.59927003,3572.351591,-85.58576822,16446.05773,-84.61038809,31869.15502,-82.64607095,122085.884,-80.06748564,203.09555387069295,-1810.4294329062352,274.9520599921188,-3561.7547998741184,1544.7421864253868,-16373.349884369127,4079.1932795619146,-31607.0122579906,21058.362778777246,-120256.01202908263,0.0005489120320630935,83.59927003,0.00027992765396310623,85.58576822,6.0804845539113886e-05,84.61038809,3.137830291930972e-05,82.64607095,8.1909551476074e-06,80.06748564,6.119358784904479e-05,0.0005454903883202671,2.1545103595016508e-05,0.00027909729479944545,5.711265981513049e-06,6.0536027966194726e-05,4.016365112667058e-06,3.112019770788277e-05,1.412842331575447e-06,8.06818584170101e-06,1
1820.108607,-83.70671324,3552.819788,-85.24915482,16051.20272,-86.75540932,31927.38156,-85.07721618,122152.5988,-80.4963274,199.51639186581872,-1809.1402794289681,294.25486649218743,-3540.613297092755,908.4744579724946,-16025.47293897272,2739.7880892741073,-31809.60946795323,20168.7164132304,-120476.05684050443,0.0005494177633983355,83.70671324,0.0002814665701248341,85.24915482,6.230062740120947e-05,86.75540932,3.132107774390253e-05,85.07721618,8.186481579792634e-06,80.4963274,6.022599385478538e-05,0.0005461068653677892,2.3311879846492505e-05,0.0002804995300457041,3.5261238485971926e-06,6.220076064799118e-05,2.6877592697261104e-06,3.1205542154360783e-05,1.3516767308021614e-06,8.074122284910731e-06,1
1816.552075,-83.72310061,3543.77274,-84.97805823,15810.58878,-87.2225632,31177.05216,-85.86630017,121808.5672,-79.85756596,198.61009676822295,-1805.6620588162457,310.2120678860776,-3530.1690760790693,766.1247522541989,-15792.01603451077,2247.3697350122247,-31095.94685262875,21449.97885242661,-119905.06849398556,0.0005504934396114132,83.72310061,0.00028218513809099394,84.97805823,6.324875144845808e-05,87.2225632,3.207487336737355e-05,85.86630017,8.209603174775706e-06,79.85756596,6.018740492836941e-05,0.0005471932961424082,2.470170680694541e-05,0.0002811018993892731,3.0648089522847836e-06,6.317445295271517e-05,2.3120883684015673e-06,3.1991432429788936e-05,1.4456767576669538e-06,8.081311960296355e-06,1
1822.611703,-83.53226987,3537.369193,-85.36782375,15994.77758,-85.46628698,32072.76283,-84.5130644,121593.3523,-79.41950863,205.30554507248186,-1811.0116104197266,285.67328167756665,-3525.8150240364344,1264.3179336821152,-15944.729850211965,3066.7585486074295,-31925.80629450058,22326.565284688895,-119526.0130939723,0.0005486632168300085,83.53226987,0.00028269596568514016,85.36782375,6.25204067389101e-05,85.46628698,3.1179103755434095e-05,84.5130644,8.224133812289013e-06,79.41950863,6.180340036613175e-05,0.00054517122558462,2.2830154227071872e-05,0.00028177259105992205,4.941967530698492e-06,6.23247801097146e-05,2.981307955498498e-06,3.10362419417462e-05,1.510087985871642e-06,8.084306478440902e-06,1
1818.645025,-83.73677399,3557.587444,-85.40824875,17513.95607,-86.94901056,31002.0104,-85.02058275,121410.0922,-79.90682836,198.40751116954414,-1807.789862364749,284.80415484417625,-3546.169061831365,932.1741712530006,-17489.131154415263,2690.9083871904513,-30885.007056716957,21277.04512633532,-119531.15844291142,0.0005498599156259204,83.73677399,0.0002810893662463691,85.40824875,5.709732261535814e-05,86.94901056,3.2255972664275995e-05,85.02058275,8.236547570960497e-06,79.90682836,5.9987702851046705e-05,0.0005465779014182689,2.250272710077686e-05,0.00028018718580587047,3.0389849772951203e-06,5.701639080255837e-05,2.799749637503709e-06,3.2134236796379936e-05,1.4434499733666625e-06,8.109079359772172e-06,1
1821.422242,-83.78352759,3583.475894,-85.35936595,16894.57742,-85.53022226,31325.82099,-85.13650588,121353.7299,-79.68289281,197.23301246128435,-1810.7120484626355,289.9240472302508,-3571.72836729177,1316.6490373495524,-16843.193922555794,2655.868468825714,-31213.032908927995,21733.964258337302,-119391.63521059368,0.000549021515682139,83.78352759,0.0002790586652680856,85.35936595,5.919058968685349e-05,85.53022226,3.192254722770795e-05,85.13650588,8.240373005626092e-06,79.68289281,5.945088675602576e-05,0.0005457931996148683,2.257746948560754e-05,0.00027814384144329336,4.6129140134093975e-06,5.901056627234091e-05,2.7064601644034754e-06,3.180761064405407e-05,1.475817616213583e-06,8.107139423713203e-06,1
1823.382722,-83.63524013,3520.29994,-85.03041916,15972.9162,-86.59612597,31696.4747,-85.8105682,122154.0946,-80.0001643,202.1359927980851,-1812.1439212445741,304.9524465640201,-3507.0665338568388,948.3738341005566,-15944.73703147894,2315.5619123986926,-31611.780738161342,21211.49095724505,-120298.36025032286,0.0005484312141025103,83.63524013,0.000284066703702526,85.03041916,6.260597548242318e-05,86.59612597,3.1549249860269165e-05,85.8105682,8.186381334776804e-06,80.0001643,6.079781639176358e-05,0.0005450508436136457,2.460779983465326e-05,0.0002829988486544006,3.717158987278172e-06,6.249552700129081e-05,2.3048065134255783e-06,3.1464949287760895e-05,1.4215270820334648e-06,8.06201588397266e-06,1
1821.645282,-83.60810726,3546.757271,-85.72226544,16614.48768,-85.63433772,31473.83274,-83.06331434,122052.5918,-79.35914345,202.80069893465802,-1810.3213554351266,264.55691574314955,-3536.876698122772,1264.7192988934028,-16566.281597385645,3801.1722796381446,-31243.45110012667,22537.2816200678,-119953.76651975201,0.0005489542941653775,83.60810726,0.0002819476844881613,85.72226544,6.018843429062028e-05,85.63433772,3.177242531155422e-05,83.06331434,8.193189388707434e-06,79.35914345,6.111415632888315e-05,0.0005455418196424694,2.103081888884936e-05,0.0002811622333193066,4.581632361084331e-06,6.001380064005428e-05,3.83723403974451e-06,3.153985803871852e-05,1.5128905818110664e-06,8.052298705754491e-06,1
1824.570658,-83.184442,3536.929084,-85.51149674,15220.87414,-87.34756262,31145.56325,-84.49917703,121546.4579,-79.39025434,216.5283540778926,-1811.6770015416303,276.7967338659666,-3526.081523925136,704.3799207163128,-15204.567028133764,2985.6152479193875,-31002.13237426003,22378.956275113156,-119468.50523913423,0.00054807414315001,83.184442,0.00028273114225662547,85.51149674,6.569924899201617e-05,87.34756262,3.210730183214779e-05,84.49917703,8.22730680331903e-06,79.39025434,6.504192732059323e-05,0.0005442010787200264,2.2126272503694876e-05,0.00028186402194467535,3.0403793744343806e-06,6.562886111593323e-05,3.0778075564136903e-06,3.195944197864418e-05,1.514799710287712e-06,8.086653144141392e-06,1
1817.696763,-83.70409794,3576.346626,-85.19045363,16117.30398,-85.21930822,31216.30062,-85.96391991,121027.2458,-79.61545069,199.3344803644702,-1806.733872809857,299.85475379443716,-3563.7539640003856,1343.248806903084,-16061.231902518477,2197.148152424886,-31138.881874507126,21815.633483372327,-119044.83341016015,0.0005501467683474111,83.70409794,0.0002796149547501943,85.19045363,6.204511630734907e-05,85.21930822,3.2034545418213617e-05,85.96391991,8.262602304050779e-06,79.61545069,6.0330866195597535e-05,0.0005468287239229382,2.3444000870698097e-05,0.0002786304034794622,5.170965848719427e-06,6.182926143650633e-05,2.2547400198441304e-06,3.1955097364810274e-05,1.4893663182413714e-06,8.127261827023502e-06,1
1822.436714,-83.41492193,3548.919508,-85.25456771,18971.33152,-85.62541073,30937.66226,-85.3383895,120598.4989,-78.87618444,208.9941916410969,-1810.4134898954442,293.5977083696715,-3536.754170125914,1447.0729685065712,-18916.061943902674,2514.3260914171456,-30835.322447152186,23267.04836474062,-118332.7613018733,0.000548715899058649,83.41492193,0.00028177590327021866,85.25456771,5.271111302576615e-05,85.62541073,3.2323062796277356e-05,85.3383895,8.291977173191829e-06,78.87618444,6.292588098309134e-05,0.0005450958368784734,2.3310970927191408e-05,0.0002808100039139975,4.0206364386742225e-06,5.2557548639972725e-05,2.6269185906871746e-06,3.2216140166847914e-05,1.5997697789584967e-06,8.136192112718665e-06,1
1819.289177,-83.44932774,3550.633043,-85.28354832,16753.93535,-87.2901614,31735.27889,-86.27945485,121197.2624,-78.83657379,207.54793343590924,-1807.4116755393113,291.94965050655276,-3538.6099541504345,792.0921425245651,-16735.20061874761,2059.3066009558092,-31668.394063313972,23464.776011717717,-118904.08193150634,0.000549665227849591,83.44932774,0.0002816399182595001,85.28354832,5.9687469189141884e-05,87.2901614,3.151067313654857e-05,86.27945485,8.251011451889031e-06,78.83657379,6.270684372996784e-05,0.0005460766562089687,2.3157750944344812e-05,0.00028068623430517145,2.821902697141323e-06,5.9620724948398846e-05,2.0447319028005355e-06,3.144426168578416e-05,1.5974629439211978e-06,8.09489358311785e-06,1
