Amp_1MHz,Phase_1MHz,Amp_500kHz,Phase_500kHz,Amp_100kHz,Phase_100kHz,Amp_50kHz,Phase_50kHz,Amp_10kHz,Phase_10kHz,R_1MHz,X_1MHz,R_500kHz,X_500MHz,R_100kHz,X_100MHz,R_50kHz,X_50MHz,R_10kHz,X_10MHz,A/Z_1MHz,P/Z_1MHz,A/Z_500kHz,P/Z_500kHz,A/Z_100kHz,P/Z_100kHz,A/Z_50kHz,P/Z_50kHz,A/Z_10kHz,P/Z_10kHz,G_1MHz,B_1MHz,G_500kHz,B_500MHz,G_100kHz,B_100MHz,G_50kHz,B_50MHz,G_10kHz,B_10MHz,label
1813.880395,-83.64904319,3514.406028,-85.32029946,18495.81618,-86.86668129,31645.38041,-86.12625525,122571.2601,-78.84231426,200.64829455357972,-1802.7485540857037,286.7242300961026,-3502.690244015096,1010.9715843951235,-18468.165924636247,2137.9019052601616,-31573.081521085278,23718.74495724365,-120254.45912794703,0.0005513042661227948,83.64904319,0.0002845431040217872,85.32029946,5.406628127507698e-05,86.86668129,3.1600188938920074e-05,86.12625525,8.158519372193352e-06,78.84231426,6.098431907780316e-05,0.0005479208945384452,2.321456365024257e-05,0.00028359453817181047,2.955234497957525e-06,5.398545507799134e-05,2.134848855150745e-06,3.1527993297086135e-05,1.5787537801268445e-06,8.004309767131042e-06,1
1823.164215,-83.49380128,3568.493704,-85.16681722,17142.24187,-85.95738784,31548.18462,-87.65240876,121644.5701,-79.44570885,206.58402386342942,-1811.422312974244,300.6632474594679,-3555.8049619059207,1208.5000278101631,-17099.59017088901,1292.2683236022763,-31521.706733573592,22281.287502359264,-119586.5613773179,0.0005484969438147951,83.49380128,0.00028023028284429336,85.16681722,5.833542704528413e-05,85.95738784,3.169754494735805e-05,87.65240876,8.220671084438319e-06,79.44570885,6.215057579443206e-05,0.0005449644055372709,2.3610787594218626e-05,0.00027923384847144397,4.112552240318122e-06,5.8190282372801055e-05,1.2983863814928501e-06,3.167094170519939e-05,1.505756777668958e-06,8.081592021688814e-06,1
1823.774577,-83.60081398,3585.355693,-85.20973169,17445.34413,-85.83857488,31777.86996,-85.36599634,121902.4793,-79.75800338,203.26845644149154,-1812.4115543461485,299.4079906178783,-3572.8322519370645,1265.9515766573468,-17399.35051717978,2567.349187504526,-31673.99149687469,21675.002923609787,-119960.02962549,0.0005483133785343911,83.60081398,0.00027891235504259355,85.20973169,5.73218844264782e-05,85.83857488,3.146844018364785e-05,85.36599634,8.203278602226098e-06,79.75800338,6.111216567358968e-05,0.0005448971134870163,2.329157688450388e-05,0.00027793813024059693,4.159661708356927e-06,5.71707586854902e-05,2.5423502090988823e-06,3.1365573213415334e-05,1.4585928744636803e-06,8.07256382150704e-06,1
1819.123122,-83.93677507,3561.599526,-85.92852123,17947.07653,-86.01417987,31756.84679,-85.71821908,121035.1205,-79.17017513,192.1464034687974,-1808.9468462696832,252.87684328717006,-3552.610939257568,1247.4939143106585,-17903.667638431925,2371.018109750361,-31668.211050938273,22741.60482835304,-118879.43389956292,0.0005497154029357668,83.93677507,0.0002807727238000536,85.92852123,5.57193812779713e-05,86.01417987,3.14892724272264e-05,85.71821908,8.26206472855951e-06,79.17017513,5.80641498797399e-05,0.0005466402644551309,1.9935121721963653e-05,0.0002800641236431966,3.873031294942856e-06,5.558461188663938e-05,2.351040570291346e-06,3.140138350826162e-05,1.5523809151177264e-06,8.114913867274585e-06,1
1827.843276,-83.21817367,3534.064316,-85.39686014,18262.27939,-88.5188328,31612.81696,-84.01934107,121112.8659,-79.56931771,215.84819055998665,-1815.053883566654,283.62120227996076,-3522.665127888516,472.05006646713764,-18256.177509357407,3293.8260556250734,-31440.75231386407,21926.979177011013,-119111.43467645039,0.00054709285699175,83.21817367,0.00028296032855786886,85.39686014,5.475767721238439e-05,88.5188328,3.1632739381160164e-05,84.01934107,8.25676110105161e-06,79.56931771,6.460565016733021e-05,0.000543264856343434,2.2708570475013244e-05,0.00028204763492105096,1.415396436320325e-06,5.4739381313856045e-05,3.295901827296782e-06,3.146056629975409e-05,1.4948521561846154e-06,8.120315320908986e-06,1
1817.061148,-83.59983776,3548.282163,-85.68578994,17257.48533,-87.9131557,32124.47943,-87.42265076,121446.5262,-79.33206582,202.55097908550096,-1805.736502494919,266.92321141922787,-3538.228131066396,628.4184139965082,-17246.03984142781,1444.5755576577806,-32091.98311271385,22481.77566572043,-119347.51144855726,0.0005503392118095081,83.59983776,0.0002818265160610904,85.68578994,5.794586991545193e-05,87.9131557,3.112890909809212e-05,87.42265076,8.234076603831259e-06,79.33206582,6.134727293236846e-05,0.0005469092796423115,2.1200692412386047e-05,0.0002810279626591764,2.1100554903334972e-06,5.790743912560968e-05,1.3998066900240748e-06,3.10974198747717e-05,1.5242647839662253e-06,8.091763366913402e-06,1
1821.404329,-83.40142579,3554.913036,-85.40036184,17274.46182,-86.7375003,31508.18939,-85.59026833,121158.2253,-79.47173813,209.3019986314003,-1809.3386645591922,285.0778235393862,-3543.4640294560327,983.099922219273,-17246.46473088239,2422.6135164734264,-31414.91592199331,22138.092264115032,-119118.51421484021,0.0005490269151545428,83.40142579,0.0002813008334868308,85.40036184,5.7888923569371146e-05,86.7375003,3.173778053769659e-05,85.59026833,8.253669922317688e-06,79.47173813,6.309001730953833e-05,0.0005453899552430313,2.25582534813493e-05,0.0002803948717795261,3.2944931570902167e-06,5.7795101754892515e-05,2.44026640698985e-06,3.1643827412655205e-05,1.5081147466908309e-06,8.114718547022152e-06,1
1820.729911,-83.70187811,3556.539098,-85.74205802,16250.05019,-85.82473854,31637.92915,-83.73726784,122077.2411,-80.19084539,199.73722070607997,-1809.7409901625917,264.0613697664321,-3546.7227053435868,1183.1268432621696,-16206.922658243036,3451.3111221220647,-31449.117832440646,20797.926446995854,-120292.55608761865,0.0005492302806464962,83.70187811,0.00028117222177097517,85.74205802,6.153827147040953e-05,85.82473854,3.16076313104709e-05,83.73726784,8.191535055914693e-06,80.19084539,6.025151183664575e-05,0.0005459154298061446,2.0876115789888814e-05,0.0002803961591840259,4.480452676349306e-06,6.13749492821038e-05,3.4480059983875974e-06,3.141900080673705e-05,1.3955667907119984e-06,8.071780466845041e-06,1
1825.709574,-83.31084481,3556.11616,-84.85088655,16876.03429,-86.36546727,31284.77969,-86.26382709,121427.7872,-79.22595794,212.6636719038975,-1813.281448437504,319.1545334217173,-3541.765453444018,1069.8060486412226,-16842.091567722415,2038.5886933862114,-31218.289453316214,22699.257448180295,-119287.26342568899,0.0005477322429815992,83.31084481,0.00028120566230322466,84.85088655,5.9255627407237276e-05,86.36546727,3.196442519042716e-05,86.26382709,8.235347304426544e-06,79.22595794,6.380135793307982e-05,0.0005440036734504177,2.5237663200498675e-05,0.00028007085686942404,3.756334428275983e-06,5.9136446723558547e-05,2.0828759681060808e-06,3.189649048807565e-05,1.5394850960304394e-06,8.090174958777201e-06,1
1825.525958,-83.53019447,3558.021014,-85.726561,15997.66531,-87.33450763,31588.86356,-86.31141761,122041.5543,-79.19641464,205.69952148701293,-1813.8998677412796,265.1310835700929,-3548.128949825603,743.9688502401059,-15980.356870879004,2032.2204938644197,-31523.425906405122,22875.80847672178,-119878.43159841637,0.0005477873352705292,83.53019447,0.00028105511352103556,85.726561,6.250912121376291e-05,87.33450763,3.165672605159082e-05,86.31141761,8.19393038490661e-06,79.19641464,6.172445384739568e-05,0.0005442986831511058,2.0943228411957784e-05,0.00028027371981690816,2.9069766205105463e-06,6.244149038775988e-05,2.0365863219010507e-06,3.1591147818002985e-05,1.5358931081453358e-06,8.048697255646248e-06,1
1821.720455,-83.47360374,3564.643226,-85.74267955,16130.54239,-87.79725811,32140.09643,-87.3293844,122077.3724,-79.06133397,207.05846284623263,-1809.9149729004293,264.62451307769334,-3554.807335953115,619.987539300028,-16118.623180864413,1497.5407742966481,-32105.189146912337,23165.167097145844,-119859.33374355787,0.0005489316416551957,83.47360374,0.00028053298369557503,85.74267955,6.199419559629575e-05,87.79725811,3.11137834380169e-05,87.3293844,8.191526245530495e-06,79.06133397,6.239208744504317e-05,0.0005453743435792687,2.082561970612035e-05,0.0002797589113951472,2.3827858883691284e-06,6.19483867347808e-05,1.4497205832143812e-06,3.1079990831054294e-05,1.5544082455887595e-06,8.042693406891786e-06,1
1822.36671,-83.76385651,3535.520705,-85.35008615,15958.64672,-86.67742938,31284.66273,-81.28100198,121582.9063,-78.71742756,197.9572579667369,-1811.583105942014,286.6149362620267,-3523.8840125343527,924.9200899919173,-15931.821238041059,4742.397434852158,-30923.12708475258,23787.43582977301,-119233.22104597784,0.0005487369773123215,83.76385651,0.0002828437685531812,85.35008615,6.266195483522803e-05,86.67742938,3.196454469176884e-05,81.28100198,8.224840402585441e-06,78.71742756,5.960735936276113e-05,0.0005454899018127301,2.292936612740936e-05,0.00028191282620406035,3.6317177716976596e-06,6.255662402814664e-05,4.845459772436605e-06,3.1595152111451945e-05,1.609172450639351e-06,8.065888895348436e-06,1
1818.701518,-83.36791487,3555.314953,-85.81452462,16688.81381,-86.75657173,31096.65481,-86.28927866,121740.0873,-79.89633138,210.04804446719734,-1806.5312149506333,259.4859884111024,-3545.832967984209,944.2242694183949,-16662.081109930055,2012.5456393684574,-31031.46146126146,21356.834659821176,-119852.13585549772,0.0005498428357280339,83.36791487,0.000281269033326061,85.81452462,5.992037609052815e-05,86.75657173,3.215779980547689e-05,86.28927866,8.214221150800834e-06,79.89633138,6.350322538685644e-05,0.0005461634227654868,2.0528525344980385e-05,0.000280518891975812,3.3901914169269767e-06,5.9824393628242755e-05,2.081221924532671e-06,3.2090381793147525e-05,1.441018869524496e-06,8.086834592839037e-06,1
1815.537018,-83.45939477,3591.364098,-85.55141783,17881.86679,-85.59600515,31913.49016,-87.11140027,121549.0473,-79.22272758,206.80296451335298,-1803.720376775963,278.5620741454568,-3580.5445473071736,1373.1225458151591,-17829.068802645837,1608.2554964864667,-31872.941007231162,22728.65750464689,-119405.10469646637,0.0005508012175381599,83.45939477,0.00027844573056708214,85.55141783,5.592257294742995e-05,85.59600515,3.133471127684394e-05,87.11140027,8.22713153425103e-06,79.22272758,6.274029310068063e-05,0.0005472162615119913,2.159748166077296e-05,0.0002776068688936725,4.294213050342769e-06,5.5757455997730835e-05,1.579088385167106e-06,3.1294897518205754e-05,1.53840494056815e-06,8.082017292774324e-06,1
1820.264568,-83.35199912,3552.394095,-85.71486308,19982.5068,-86.58844655,31474.26427,-86.37311144,121752.6329,-79.26492099,210.73081189841358,-1808.0253378846387,265.4350460218382,-3542.463555568957,1189.1122841490292,-19947.094775624148,1991.026720913265,-31411.22608136155,22678.641286682825,-119621.83265387689,0.0005493706890634813,83.35199912,0.00028150029902580386,85.71486308,5.0043771284992134e-05,86.58844655,3.177198969359737e-05,86.37311144,8.213374743372798e-06,79.26492099,6.360027733042065e-05,0.0005456767896159574,2.1033714962043216e-05,0.0002807133790657519,2.977987885890703e-06,4.9955086153224595e-05,2.009860497893482e-06,3.170835520598735e-05,1.529890361476136e-06,8.069631971591803e-06,1
1821.724513,-83.69065432,3551.181917,-84.81108326,17030.8784,-85.48971738,31568.11591,-86.32916275,121733.7668,-79.59092837,200.20103403300192,-1810.6904062365834,321.16866261250976,-3536.6288606218613,1339.2743315252549,-16978.1378054398,2021.1288857144145,-31503.348713026146,21994.23269490199,-119730.37921713639,0.0005489304188772258,83.69065432,0.00028159638773019805,84.81108326,5.8716877457125166e-05,85.48971738,3.167753193921924e-05,86.32916275,8.214647638751946e-06,79.59092837,6.032549745428467e-05,0.0005456055710177634,2.546755907121315e-05,0.0002804423809228026,4.617378209079434e-06,5.8535045201907655e-05,2.0281341785816116e-06,3.161254025721318e-05,1.4841804079731927e-06,8.079458171526198e-06,1
1824.833804,-83.66484889,3582.351942,-85.06327457,15508.3613,-86.90579331,31514.0076,-85.57836996,121525.9163,-79.26971787,201.3596219219499,-1813.6903580491792,308.2812402551193,-3569.0626379005926,837.1079741772489,-15485.752175819765,2429.5858230785257,-31420.213044171956,22626.414866538325,-119400.9785673547,0.0005479951093672309,83.66484889,0.0002791462190735251,85.06327457,6.448134529855195e-05,86.90579331,3.173192101406995e-05,85.57836996,8.228697470022697e-06,79.26971787,6.046802059200739e-05,0.0005446487477045071,2.4022079355070124e-05,0.0002781106817914464,3.4805642769680957e-06,6.438734008968675e-05,2.4463859504442045e-06,3.163747788659271e-05,1.5320676316346184e-06,8.084814829373362e-06,1
