G_1MHz,B_1MHz,G_500kHz,B_500MHz,G_100kHz,B_100MHz,G_50kHz,B_50MHz,G_10kHz,B_10MHz,label
0.0005490186248144494,-6.549287125951307e-06,0.0002810367861852442,-3.294428385421439e-06,5.99596762758802e-05,-6.979273798862093e-07,3.178339421346747e-05,-3.6918761983424326e-07,8.2148903943516e-06,-1.0321252101092624e-07,1
0.0005474730843273676,-6.569387983331098e-06,0.00028356699903497043,-3.3217104214391047e-06,5.807681927850024e-05,-6.773836968217365e-07,3.1397452709691665e-05,-3.7165338341672953e-07,8.201553494794826e-06,-1.0381987696324216e-07,1
0.0005489169235649267,-6.5583478786544505e-06,0.0002806722837727933,-3.289019697671325e-06,5.5079262489166354e-05,-6.532181189769601e-07,3.222667439322385e-05,-3.900410393864069e-07,8.236739917420579e-06,-1.035933867071691e-07,1
0.0005486770396830943,-6.555992519099731e-06,0.00028147202864662197,-3.3003868747759027e-06,5.997395256764553e-05,-6.909207824951119e-07,3.1176001478372886e-05,-3.6078579243953336e-07,8.235190539981416e-06,-1.0339404828003938e-07,1
0.0005473889851849678,-6.542400411895356e-06,0.00028370172809125794,-3.307075089409628e-06,5.6923218695832416e-05,-6.674676324479588e-07,3.165208737746617e-05,-3.7273885773834043e-07,8.231644412377192e-06,-1.0394060916637498e-07,1
0.0005463228399501323,-6.544556754793499e-06,0.0002809522283266573,-3.295131396857593e-06,5.929386653811702e-05,-6.868428655911334e-07,3.187727884930773e-05,-3.749993718922919e-07,8.19852247683743e-06,-1.0344303170394771e-07,0
0.0005494685141789642,-6.5712884513663e-06,0.00028100942320695855,-3.282884370273663e-06,6.0412094825933445e-05,-7.128949963843665e-07,3.172643355520663e-05,-3.7400757111983836e-07,8.234118531619805e-06,-1.0399756504364692e-07,0
0.0005479178391062335,-6.570641220266344e-06,0.0002816768467071881,-3.312640603431338e-06,6.066119801033625e-05,-7.104924091896916e-07,3.15006836484873e-05,-3.7015322308242277e-07,8.294188523024747e-06,-1.04209762504269e-07,0
0.0005477089818134203,-6.5519547846597205e-06,0.0002805729189028446,-3.2835714234369953e-06,5.982119889839349e-05,-6.930764728521433e-07,3.200415327082964e-05,-3.7595588991081114e-07,8.271032444279069e-06,-1.0409261200338032e-07,0
0.0005493041388187044,-6.594442421496533e-06,0.00027941691495073106,-3.2771870476323718e-06,6.005752717541235e-05,-7.012631014421913e-07,3.172966774721811e-05,-3.727002764623239e-07,8.26233923413561e-06,-1.0423685811243868e-07,0
0.0005481901316043035,-6.567158064408672e-06,0.0002807598298444755,-3.291025725702146e-06,5.7874697453745936e-05,-6.829408452285934e-07,3.175598488247259e-05,-3.7163253828795695e-07,8.264100560923035e-06,-1.0386853343764418e-07,0
0.0005477449713444077,-6.565627672895527e-06,0.0002807171074060468,-3.2866750580419203e-06,5.994125133662888e-05,-6.98303267557103e-07,3.161445340355477e-05,-3.7157638583662007e-07,8.289939076967897e-06,-1.0431365491881248e-07,0
0.0005485338225880818,-6.580751403383726e-06,0.00028125387639010846,-3.2920789225335437e-06,6.28443997334511e-05,-7.243470709296747e-07,3.1639598826508975e-05,-3.724759514582201e-07,8.267738878075972e-06,-1.0471452756963144e-07,0
0.0005506785114628625,-6.608397606921302e-06,0.0002808076686620909,-3.2996664807136154e-06,6.24564692431143e-05,-7.290781194095062e-07,3.181430077094467e-05,-3.739642031644059e-07,8.260900473894337e-06,-1.0463616807622977e-07,0
0.0005486473419386965,-6.55585595025075e-06,0.00028035238061565763,-3.28405802745819e-06,5.769440791882734e-05,-6.57072178457076e-07,3.203930712598438e-05,-3.761708722678835e-07,8.261868906887643e-06,-1.0442257165694462e-07,0
0.0005471622358392173,-6.555384599520157e-06,0.00028100541509663715,-3.2973036627101665e-06,6.226969103167865e-05,-7.324144755976518e-07,3.166683398711719e-05,-3.715219446917658e-07,8.196327902848397e-06,-1.0349962112522246e-07,0
0.0005500884932992228,-6.604352900637423e-06,0.0002810709186467169,-3.2905416551420725e-06,5.890799938830757e-05,-6.831852534554269e-07,3.19113322943906e-05,-3.7465935218340087e-07,8.232666353346332e-06,-1.033455537918751e-07,0
0.0005492967229076108,-6.5619990235793345e-06,0.000280401401175559,-3.283782180632275e-06,6.0655362762816146e-05,-7.030539019815245e-07,3.1928058519485634e-05,-3.768326945219475e-07,8.272012767386349e-06,-1.0432070418967536e-07,0
0.0005497111763353568,-6.593513049949648e-06,0.0002814347635781305,-3.3037589412655593e-06,6.048393677988015e-05,-7.123181248414117e-07,3.161642673717794e-05,-3.689211530723072e-07,8.24836744465618e-06,-1.0374890072924488e-07,0
0.0005464104600300546,-6.520497132181434e-06,0.0002805188133834839,-3.2962300643436058e-06,6.042250793351282e-05,-6.930635079085498e-07,3.192268598551465e-05,-3.7520164995111643e-07,8.267926815297098e-06,-1.0377589380296161e-07,0
0.0005481060969023833,-6.556332593930291e-06,0.0002800767277801432,-3.2832788658562506e-06,5.816654492429439e-05,-6.938970728814675e-07,3.157895432652463e-05,-3.7069571063098894e-07,8.24712890224452e-06,-1.0368642646551041e-07,0
